word,sent_num,pos
I,4564,PRP
asked,4564,VBD
her,4564,PRP
once,4564,RB
what,4564,WP
was,4564,VBD
the,4564,DT
great,4564,JJ
attraction,4564,NN
of,4564,IN
that,4564,DT
volume,4564,NN
",",4564,","
and,4564,CC
she,4564,PRP
said,4564,VBD
",",4564,","
``,4564,``
the,4564,DT
Rubric,4564,NNP
.,4564,.
'',4564,''
Three,4565,CD
hours,4565,NNS
she,4565,PRP
gave,4565,VBD
to,4565,TO
stitching,4565,VBG
",",4565,","
with,4565,IN
gold,4565,JJ
thread,4565,NN
",",4565,","
the,4565,DT
border,4565,NN
of,4565,IN
a,4565,DT
square,4565,JJ
crimson,4565,NN
cloth,4565,NN
",",4565,","
almost,4565,RB
large,4565,JJ
enough,4565,RB
for,4565,IN
a,4565,DT
carpet,4565,NN
.,4565,.
In,4566,IN
answer,4566,NN
to,4566,TO
my,4566,PRP$
inquiries,4566,NNS
after,4566,IN
the,4566,DT
use,4566,NN
of,4566,IN
this,4566,DT
article,4566,NN
",",4566,","
she,4566,PRP
informed,4566,VBD
me,4566,PRP
it,4566,PRP
was,4566,VBD
a,4566,DT
covering,4566,NN
for,4566,IN
the,4566,DT
altar,4566,NN
of,4566,IN
a,4566,DT
new,4566,JJ
church,4566,NN
lately,4566,RB
erected,4566,VBD
near,4566,IN
Gateshead,4566,NNP
.,4566,.
Two,4567,CD
hours,4567,NNS
she,4567,PRP
devoted,4567,VBD
to,4567,TO
her,4567,PRP$
diary,4567,JJ
;,4567,:
two,4567,CD
to,4567,TO
working,4567,VBG
by,4567,IN
herself,4567,PRP
in,4567,IN
the,4567,DT
kitchen-garden,4567,JJ
;,4567,:
and,4567,CC
one,4567,CD
to,4567,TO
the,4567,DT
regulation,4567,NN
of,4567,IN
her,4567,PRP$
accounts,4567,NNS
.,4567,.
She,4568,PRP
seemed,4568,VBD
to,4568,TO
want,4568,VB
no,4568,DT
company,4568,NN
;,4568,:
no,4568,DT
conversation,4568,NN
.,4568,.
I,4569,PRP
believe,4569,VBP
she,4569,PRP
was,4569,VBD
happy,4569,JJ
in,4569,IN
her,4569,PRP$
way,4569,NN
:,4569,:
this,4569,DT
routine,4569,NN
sufficed,4569,VBD
for,4569,IN
her,4569,PRP$
;,4569,:
and,4569,CC
nothing,4569,NN
annoyed,4569,VBD
her,4569,PRP$
so,4569,RB
much,4569,JJ
as,4569,IN
the,4569,DT
occurrence,4569,NN
of,4569,IN
any,4569,DT
incident,4569,NN
which,4569,WDT
forced,4569,VBD
her,4569,PRP
to,4569,TO
vary,4569,VB
its,4569,PRP$
clockwork,4569,NN
regularity,4569,NN
.,4569,.
She,4570,PRP
told,4570,VBD
me,4570,PRP
one,4570,CD
evening,4570,NN
",",4570,","
when,4570,WRB
more,4570,RBR
disposed,4570,JJ
to,4570,TO
be,4570,VB
communicative,4570,JJ
than,4570,IN
usual,4570,JJ
",",4570,","
that,4570,IN
John,4570,NNP
's,4570,POS
conduct,4570,NN
",",4570,","
and,4570,CC
the,4570,DT
threatened,4570,JJ
ruin,4570,NN
of,4570,IN
the,4570,DT
family,4570,NN
",",4570,","
had,4570,VBD
been,4570,VBN
a,4570,DT
source,4570,NN
of,4570,IN
profound,4570,JJ
affliction,4570,NN
to,4570,TO
her,4570,PRP$
:,4570,:
but,4570,CC
she,4570,PRP
had,4570,VBD
now,4570,RB
",",4570,","
she,4570,PRP
said,4570,VBD
",",4570,","
settled,4570,VBD
her,4570,PRP
mind,4570,NN
",",4570,","
and,4570,CC
formed,4570,VBD
her,4570,PRP$
resolution,4570,NN
.,4570,.
Her,4571,PRP$
own,4571,JJ
fortune,4571,NN
she,4571,PRP
had,4571,VBD
taken,4571,VBN
care,4571,NN
to,4571,TO
secure,4571,VB
;,4571,:
and,4571,CC
when,4571,WRB
her,4571,PRP$
mother,4571,NN
died,4571,VBD
--,4571,:
and,4571,CC
it,4571,PRP
was,4571,VBD
wholly,4571,RB
improbable,4571,JJ
",",4571,","
she,4571,PRP
tranquilly,4571,RB
remarked,4571,VBD
",",4571,","
that,4571,IN
she,4571,PRP
should,4571,MD
either,4571,VB
recover,4571,VB
or,4571,CC
linger,4571,JJR
long,4571,RB
--,4571,:
she,4571,PRP
would,4571,MD
execute,4571,VB
a,4571,DT
long-cherished,4571,JJ
project,4571,NN
:,4571,:
seek,4571,VB
a,4571,DT
retirement,4571,NN
where,4571,WRB
punctual,4571,JJ
habits,4571,NNS
would,4571,MD
be,4571,VB
permanently,4571,RB
secured,4571,VBN
from,4571,IN
disturbance,4571,NN
",",4571,","
and,4571,CC
place,4571,NN
safe,4571,JJ
barriers,4571,NNS
between,4571,IN
herself,4571,PRP
and,4571,CC
a,4571,DT
frivolous,4571,JJ
world,4571,NN
.,4571,.
I,4572,PRP
asked,4572,VBD
if,4572,IN
Georgiana,4572,NNP
would,4572,MD
accompany,4572,VB
her,4572,PRP
.,4572,.
``,4573,``
Of,4573,IN
course,4573,NN
not,4573,RB
.,4573,.
Georgiana,4574,NNP
and,4574,CC
she,4574,PRP
had,4574,VBD
nothing,4574,NN
in,4574,IN
common,4574,JJ
:,4574,:
they,4574,PRP
never,4574,RB
had,4574,VBD
had,4574,VBN
.,4574,.
She,4575,PRP
would,4575,MD
not,4575,RB
be,4575,VB
burdened,4575,VBN
with,4575,IN
her,4575,PRP$
society,4575,NN
for,4575,IN
any,4575,DT
consideration,4575,NN
.,4575,.
Georgiana,4576,NNP
should,4576,MD
take,4576,VB
her,4576,PRP$
own,4576,JJ
course,4576,NN
;,4576,:
and,4576,CC
she,4576,PRP
",",4576,","
Eliza,4576,NNP
",",4576,","
would,4576,MD
take,4576,VB
hers,4576,NNS
.,4576,.
'',4576,''
Georgiana,4577,NNP
",",4577,","
when,4577,WRB
not,4577,RB
unburdening,4577,VBG
her,4577,PRP$
heart,4577,NN
to,4577,TO
me,4577,PRP
",",4577,","
spent,4577,VBD
most,4577,JJS
of,4577,IN
her,4577,PRP$
time,4577,NN
in,4577,IN
lying,4577,VBG
on,4577,IN
the,4577,DT
sofa,4577,NN
",",4577,","
fretting,4577,VBG
about,4577,IN
the,4577,DT
dulness,4577,NN
of,4577,IN
the,4577,DT
house,4577,NN
",",4577,","
and,4577,CC
wishing,4577,VBG
over,4577,IN
and,4577,CC
over,4577,RB
again,4577,RB
that,4577,IN
her,4577,PRP$
aunt,4577,NN
Gibson,4577,NNP
would,4577,MD
send,4577,VB
her,4577,PRP$
an,4577,DT
invitation,4577,NN
up,4577,RB
to,4577,TO
town,4577,NN
.,4577,.
``,4578,``
It,4578,PRP
would,4578,MD
be,4578,VB
so,4578,RB
much,4578,JJ
better,4578,JJR
",",4578,","
'',4578,''
she,4578,PRP
said,4578,VBD
",",4578,","
``,4578,``
if,4578,IN
she,4578,PRP
could,4578,MD
only,4578,RB
get,4578,VB
out,4578,IN
of,4578,IN
the,4578,DT
way,4578,NN
for,4578,IN
a,4578,DT
month,4578,NN
or,4578,CC
two,4578,CD
",",4578,","
till,4578,IN
all,4578,DT
was,4578,VBD
over,4578,IN
.,4578,.
'',4578,''
I,4579,PRP
did,4579,VBD
not,4579,RB
ask,4579,VB
what,4579,WP
she,4579,PRP
meant,4579,VBD
by,4579,IN
``,4579,``
all,4579,DT
being,4579,VBG
over,4579,RP
",",4579,","
'',4579,''
but,4579,CC
I,4579,PRP
suppose,4579,VBP
she,4579,PRP
referred,4579,VBD
to,4579,TO
the,4579,DT
expected,4579,JJ
decease,4579,NN
of,4579,IN
her,4579,PRP$
mother,4579,NN
and,4579,CC
the,4579,DT
gloomy,4579,JJ
sequel,4579,NN
of,4579,IN
funeral,4579,JJ
rites,4579,NNS
.,4579,.
Eliza,4580,NNP
generally,4580,RB
took,4580,VBD
no,4580,DT
more,4580,RBR
notice,4580,NN
of,4580,IN
her,4580,PRP$
sister's,4580,JJ
indolence,4580,NN
and,4580,CC
complaints,4580,NNS
than,4580,IN
if,4580,IN
no,4580,DT
such,4580,JJ
murmuring,4580,NN
",",4580,","
lounging,4580,VBG
object,4580,NN
had,4580,VBD
been,4580,VBN
before,4580,IN
her,4580,PRP
.,4580,.
One,4581,CD
day,4581,NN
",",4581,","
however,4581,RB
",",4581,","
as,4581,IN
she,4581,PRP
put,4581,VBD
away,4581,RP
her,4581,PRP$
account-book,4581,JJ
and,4581,CC
unfolded,4581,VBD
her,4581,PRP$
embroidery,4581,NN
",",4581,","
she,4581,PRP
suddenly,4581,RB
took,4581,VBD
her,4581,PRP
up,4581,RP
thus,4581,RB
--,4581,:
'',4581,''
Georgiana,4581,NNP
",",4581,","
a,4581,DT
more,4581,JJR
vain,4581,NN
and,4581,CC
absurd,4581,VBZ
animal,4581,NN
than,4581,IN
you,4581,PRP
was,4581,VBD
certainly,4581,RB
never,4581,RB
allowed,4581,VBN
to,4581,TO
cumber,4581,VB
the,4581,DT
earth,4581,NN
.,4581,.
You,4582,PRP
had,4582,VBD
no,4582,DT
right,4582,NN
to,4582,TO
be,4582,VB
born,4582,VBN
",",4582,","
for,4582,IN
you,4582,PRP
make,4582,VBP
no,4582,DT
use,4582,NN
of,4582,IN
life,4582,NN
.,4582,.
Instead,4583,RB
of,4583,IN
living,4583,NN
for,4583,IN
",",4583,","
in,4583,IN
",",4583,","
and,4583,CC
with,4583,IN
yourself,4583,PRP
",",4583,","
as,4583,IN
a,4583,DT
reasonable,4583,JJ
being,4583,VBG
ought,4583,MD
",",4583,","
you,4583,PRP
seek,4583,VBP
only,4583,RB
to,4583,TO
fasten,4583,VB
your,4583,PRP$
feebleness,4583,NN
on,4583,IN
some,4583,DT
other,4583,JJ
person,4583,NN
's,4583,POS
strength,4583,NN
:,4583,:
if,4583,IN
no,4583,DT
one,4583,NN
can,4583,MD
be,4583,VB
found,4583,VBN
willing,4583,JJ
to,4583,TO
burden,4583,VB
her,4583,PRP$
or,4583,CC
himself,4583,PRP
with,4583,IN
such,4583,PDT
a,4583,DT
fat,4583,NN
",",4583,","
weak,4583,JJ
",",4583,","
puffy,4583,JJ
",",4583,","
useless,4583,JJ
thing,4583,NN
",",4583,","
you,4583,PRP
cry,4583,VBP
out,4583,RP
that,4583,IN
you,4583,PRP
are,4583,VBP
ill-treated,4583,JJ
",",4583,","
neglected,4583,VBN
",",4583,","
miserable,4583,JJ
.,4583,.
Then,4584,RB
",",4584,","
too,4584,RB
",",4584,","
existence,4584,NN
for,4584,IN
you,4584,PRP
must,4584,MD
be,4584,VB
a,4584,DT
scene,4584,NN
of,4584,IN
continual,4584,JJ
change,4584,NN
and,4584,CC
excitement,4584,NN
",",4584,","
or,4584,CC
else,4584,RB
the,4584,DT
world,4584,NN
is,4584,VBZ
a,4584,DT
dungeon,4584,NN
:,4584,:
you,4584,PRP
must,4584,MD
be,4584,VB
admired,4584,VBN
",",4584,","
you,4584,PRP
must,4584,MD
be,4584,VB
courted,4584,VBN
",",4584,","
you,4584,PRP
must,4584,MD
be,4584,VB
flattered,4584,VBN
--,4584,:
you,4584,PRP
must,4584,MD
have,4584,VB
music,4584,NN
",",4584,","
dancing,4584,NN
",",4584,","
and,4584,CC
society,4584,NN
--,4584,:
or,4584,CC
you,4584,PRP
languish,4584,VBP
",",4584,","
you,4584,PRP
die,4584,VBP
away,4584,RB
.,4584,.
Have,4585,VBP
you,4585,PRP
no,4585,DT
sense,4585,NN
to,4585,TO
devise,4585,VB
a,4585,DT
system,4585,NN
which,4585,WDT
will,4585,MD
make,4585,VB
you,4585,PRP
independent,4585,JJ
of,4585,IN
all,4585,DT
efforts,4585,NNS
",",4585,","
and,4585,CC
all,4585,DT
wills,4585,NNS
",",4585,","
but,4585,CC
your,4585,PRP$
own,4585,JJ
?,4585,.
Take,4586,VB
one,4586,CD
day,4586,NN
;,4586,:
share,4586,NN
it,4586,PRP
into,4586,IN
sections,4586,NNS
;,4586,:
to,4586,TO
each,4586,DT
section,4586,NN
apportion,4586,NN
its,4586,PRP$
task,4586,NN
:,4586,:
leave,4586,VBP
no,4586,DT
stray,4586,JJ
unemployed,4586,JJ
quarters,4586,NNS
of,4586,IN
an,4586,DT
hour,4586,NN
",",4586,","
ten,4586,NN
minutes,4586,NNS
",",4586,","
five,4586,CD
minutes,4586,NNS
--,4586,:
include,4586,VBP
all,4586,DT
;,4586,:
do,4586,VB
each,4586,DT
piece,4586,NN
of,4586,IN
business,4586,NN
in,4586,IN
its,4586,PRP$
turn,4586,NN
with,4586,IN
method,4586,NN
",",4586,","
with,4586,IN
rigid,4586,JJ
regularity,4586,NN
.,4586,.
The,4587,DT
day,4587,NN
will,4587,MD
close,4587,VB
almost,4587,RB
before,4587,IN
you,4587,PRP
are,4587,VBP
aware,4587,JJ
it,4587,PRP
has,4587,VBZ
begun,4587,VBN
;,4587,:
and,4587,CC
you,4587,PRP
are,4587,VBP
indebted,4587,VBN
to,4587,TO
no,4587,DT
one,4587,NN
for,4587,IN
helping,4587,VBG
you,4587,PRP
to,4587,TO
get,4587,VB
rid,4587,JJ
of,4587,IN
one,4587,CD
vacant,4587,JJ
moment,4587,NN
:,4587,:
you,4587,PRP
have,4587,VBP
had,4587,VBN
to,4587,TO
seek,4587,VB
no,4587,DT
one,4587,NN
's,4587,POS
company,4587,NN
",",4587,","
conversation,4587,NN
",",4587,","
sympathy,4587,NN
",",4587,","
forbearance,4587,NN
;,4587,:
you,4587,PRP
have,4587,VBP
lived,4587,VBN
",",4587,","
in,4587,IN
short,4587,JJ
",",4587,","
as,4587,IN
an,4587,DT
independent,4587,JJ
being,4587,VBG
ought,4587,MD
to,4587,TO
do,4587,VB
.,4587,.
Take,4588,VB
this,4588,DT
advice,4588,NN
:,4588,:
the,4588,DT
first,4588,JJ
and,4588,CC
last,4588,JJ
I,4588,PRP
shall,4588,MD
offer,4588,VB
you,4588,PRP
;,4588,:
then,4588,RB
you,4588,PRP
will,4588,MD
not,4588,RB
want,4588,VB
me,4588,PRP
or,4588,CC
any,4588,DT
one,4588,CD
else,4588,RB
",",4588,","
happen,4588,VB
what,4588,WP
may,4588,MD
.,4588,.
Neglect,4589,NN
it,4589,PRP
--,4589,:
go,4589,VB
on,4589,IN
as,4589,IN
heretofore,4589,NN
",",4589,","
craving,4589,VBG
",",4589,","
whining,4589,VBG
",",4589,","
and,4589,CC
idling,4589,NN
--,4589,:
and,4589,CC
suffer,4589,VBP
the,4589,DT
results,4589,NNS
of,4589,IN
your,4589,PRP$
idiocy,4589,NN
",",4589,","
however,4589,RB
bad,4589,JJ
and,4589,CC
insuperable,4589,JJ
they,4589,PRP
may,4589,MD
be,4589,VB
.,4589,.
I,4590,PRP
tell,4590,VBP
you,4590,PRP
this,4590,DT
plainly,4590,RB
;,4590,:
and,4590,CC
listen,4590,VB
:,4590,:
for,4590,IN
though,4590,IN
I,4590,PRP
shall,4590,MD
no,4590,RB
more,4590,RBR
repeat,4590,JJ
what,4590,WP
I,4590,PRP
am,4590,VBP
now,4590,RB
about,4590,IN
to,4590,TO
say,4590,VB
",",4590,","
I,4590,PRP
shall,4590,MD
steadily,4590,RB
act,4590,VB
on,4590,IN
it,4590,PRP
.,4590,.
After,4591,IN
my,4591,PRP$
mother,4591,NN
's,4591,POS
death,4591,NN
",",4591,","
I,4591,PRP
wash,4591,VBP
my,4591,PRP$
hands,4591,NNS
of,4591,IN
you,4591,PRP
:,4591,:
from,4591,IN
the,4591,DT
day,4591,NN
her,4591,PRP$
coffin,4591,NN
is,4591,VBZ
carried,4591,VBN
to,4591,TO
the,4591,DT
vault,4591,NN
in,4591,IN
Gateshead,4591,NNP
Church,4591,NNP
",",4591,","
you,4591,PRP
and,4591,CC
I,4591,PRP
will,4591,MD
be,4591,VB
as,4591,RB
separate,4591,JJ
as,4591,IN
if,4591,IN
we,4591,PRP
had,4591,VBD
never,4591,RB
known,4591,VBN
each,4591,DT
other,4591,JJ
.,4591,.
You,4592,PRP
need,4592,VBP
not,4592,RB
think,4592,VB
that,4592,IN
because,4592,IN
we,4592,PRP
chanced,4592,VBD
to,4592,TO
be,4592,VB
born,4592,VBN
of,4592,IN
the,4592,DT
same,4592,JJ
parents,4592,NNS
",",4592,","
I,4592,PRP
shall,4592,MD
suffer,4592,VB
you,4592,PRP
to,4592,TO
fasten,4592,VB
me,4592,PRP
down,4592,RP
by,4592,IN
even,4592,RB
the,4592,DT
feeblest,4592,JJS
claim,4592,NN
:,4592,:
I,4592,PRP
can,4592,MD
tell,4592,VB
you,4592,PRP
this,4592,DT
--,4592,:
if,4592,IN
the,4592,DT
whole,4592,JJ
human,4592,JJ
race,4592,NN
",",4592,","
ourselves,4592,PRP
excepted,4592,VBD
",",4592,","
were,4592,VBD
swept,4592,VBN
away,4592,RB
",",4592,","
and,4592,CC
we,4592,PRP
two,4592,CD
stood,4592,VBD
alone,4592,RB
on,4592,IN
the,4592,DT
earth,4592,NN
",",4592,","
I,4592,PRP
would,4592,MD
leave,4592,VB
you,4592,PRP
in,4592,IN
the,4592,DT
old,4592,JJ
world,4592,NN
",",4592,","
and,4592,CC
betake,4592,VB
myself,4592,PRP
to,4592,TO
the,4592,DT
new,4592,JJ
.,4592,.
'',4592,''
She,4593,PRP
closed,4593,VBD
her,4593,PRP$
lips,4593,NNS
.,4593,.
``,4594,``
You,4594,PRP
might,4594,MD
have,4594,VB
spared,4594,VBN
yourself,4594,PRP
the,4594,DT
trouble,4594,NN
of,4594,IN
delivering,4594,VBG
that,4594,IN
tirade,4594,NN
",",4594,","
'',4594,''
answered,4594,VBD
Georgiana,4594,NNP
.,4594,.
``,4595,``
Everybody,4595,NN
knows,4595,VBZ
you,4595,PRP
are,4595,VBP
the,4595,DT
most,4595,RBS
selfish,4595,JJ
",",4595,","
heartless,4595,JJ
creature,4595,NN
in,4595,IN
existence,4595,NN
:,4595,:
and,4595,CC
_I_,4595,VB
know,4595,VB
your,4595,PRP$
spiteful,4595,JJ
hatred,4595,JJ
towards,4595,NNS
me,4595,PRP
:,4595,:
I,4595,PRP
have,4595,VBP
had,4595,VBD
a,4595,DT
specimen,4595,NNS
of,4595,IN
it,4595,PRP
before,4595,IN
in,4595,IN
the,4595,DT
trick,4595,NN
you,4595,PRP
played,4595,VBD
me,4595,PRP
about,4595,IN
Lord,4595,NNP
Edwin,4595,NNP
Vere,4595,NNP
:,4595,:
you,4595,PRP
could,4595,MD
not,4595,RB
bear,4595,VB
me,4595,PRP
to,4595,TO
be,4595,VB
raised,4595,VBN
above,4595,IN
you,4595,PRP
",",4595,","
to,4595,TO
have,4595,VB
a,4595,DT
title,4595,NN
",",4595,","
to,4595,TO
be,4595,VB
received,4595,VBN
into,4595,IN
circles,4595,NNS
where,4595,WRB
you,4595,PRP
dare,4595,VBP
not,4595,RB
show,4595,VB
your,4595,PRP$
face,4595,NN
",",4595,","
and,4595,CC
so,4595,RB
you,4595,PRP
acted,4595,VBD
the,4595,DT
spy,4595,NN
and,4595,CC
informer,4595,NN
",",4595,","
and,4595,CC
ruined,4595,VBD
my,4595,PRP$
prospects,4595,NNS
for,4595,IN
ever,4595,RB
.,4595,.
'',4595,''
Georgiana,4596,NNP
took,4596,VBD
out,4596,RP
her,4596,PRP$
handkerchief,4596,NN
and,4596,CC
blew,4596,VBD
her,4596,PRP$
nose,4596,NN
for,4596,IN
an,4596,DT
hour,4596,NN
afterwards,4596,NNS
;,4596,:
Eliza,4596,NNP
sat,4596,VBD
cold,4596,JJ
",",4596,","
impassable,4596,JJ
",",4596,","
and,4596,CC
assiduously,4596,RB
industrious,4596,JJ
.,4596,.
True,4597,NNP
",",4597,","
generous,4597,JJ
feeling,4597,NN
is,4597,VBZ
made,4597,VBN
small,4597,JJ
account,4597,NN
of,4597,IN
by,4597,IN
some,4597,DT
",",4597,","
but,4597,CC
here,4597,RB
were,4597,VBD
two,4597,CD
natures,4597,NNS
rendered,4597,VBN
",",4597,","
the,4597,DT
one,4597,CD
intolerably,4597,NN
acrid,4597,NN
",",4597,","
the,4597,DT
other,4597,JJ
despicably,4597,RB
savourless,4597,NN
for,4597,IN
the,4597,DT
want,4597,NN
of,4597,IN
it,4597,PRP
.,4597,.
Feeling,4598,VBG
without,4598,IN
judgment,4598,NN
is,4598,VBZ
a,4598,DT
washy,4598,JJ
draught,4598,NN
indeed,4598,RB
;,4598,:
but,4598,CC
judgment,4598,NN
untempered,4598,VBN
by,4598,IN
feeling,4598,NN
is,4598,VBZ
too,4598,RB
bitter,4598,JJ
and,4598,CC
husky,4598,VB
a,4598,DT
morsel,4598,NN
for,4598,IN
human,4598,JJ
deglutition,4598,NN
.,4598,.
It,4599,PRP
was,4599,VBD
a,4599,DT
wet,4599,NN
and,4599,CC
windy,4599,JJ
afternoon,4599,NN
:,4599,:
Georgiana,4599,NNP
had,4599,VBD
fallen,4599,VBN
asleep,4599,RB
on,4599,IN
the,4599,DT
sofa,4599,NN
over,4599,IN
the,4599,DT
perusal,4599,NN
of,4599,IN
a,4599,DT
novel,4599,NN
;,4599,:
Eliza,4599,NNP
was,4599,VBD
gone,4599,VBN
to,4599,TO
attend,4599,VB
a,4599,DT
saint's-day,4599,JJ
service,4599,NN
at,4599,IN
the,4599,DT
new,4599,JJ
church,4599,NN
--,4599,:
for,4599,IN
in,4599,IN
matters,4599,NNS
of,4599,IN
religion,4599,NN
she,4599,PRP
was,4599,VBD
a,4599,DT
rigid,4599,JJ
formalist,4599,NN
:,4599,:
no,4599,DT
weather,4599,NN
ever,4599,RB
prevented,4599,VBD
the,4599,DT
punctual,4599,JJ
discharge,4599,NN
of,4599,IN
what,4599,WP
she,4599,PRP
considered,4599,VBD
her,4599,PRP
devotional,4599,JJ
duties,4599,NNS
;,4599,:
fair,4599,NN
or,4599,CC
foul,4599,NN
",",4599,","
she,4599,PRP
went,4599,VBD
to,4599,TO
church,4599,VB
thrice,4599,NN
every,4599,DT
Sunday,4599,NNP
",",4599,","
and,4599,CC
as,4599,RB
often,4599,RB
on,4599,IN
week-days,4599,NNS
as,4599,IN
there,4599,EX
were,4599,VBD
prayers,4599,NNS
.,4599,.
I,4600,PRP
bethought,4600,VBD
myself,4600,PRP
to,4600,TO
go,4600,VB
upstairs,4600,JJ
and,4600,CC
see,4600,VB
how,4600,WRB
the,4600,DT
dying,4600,VBG
woman,4600,NN
sped,4600,VBD
",",4600,","
who,4600,WP
lay,4600,VBD
there,4600,EX
almost,4600,RB
unheeded,4600,JJ
:,4600,:
the,4600,DT
very,4600,RB
servants,4600,NNS
paid,4600,VBD
her,4600,PRP$
but,4600,CC
a,4600,DT
remittent,4600,JJ
attention,4600,NN
:,4600,:
the,4600,DT
hired,4600,JJ
nurse,4600,NN
",",4600,","
being,4600,VBG
little,4600,JJ
looked,4600,JJ
after,4600,IN
",",4600,","
would,4600,MD
slip,4600,VB
out,4600,IN
of,4600,IN
the,4600,DT
room,4600,NN
whenever,4600,WRB
she,4600,PRP
could,4600,MD
.,4600,.
Bessie,4601,NNP
was,4601,VBD
faithful,4601,JJ
;,4601,:
but,4601,CC
she,4601,PRP
had,4601,VBD
her,4601,PRP
own,4601,JJ
family,4601,NN
to,4601,TO
mind,4601,VB
",",4601,","
and,4601,CC
could,4601,MD
only,4601,RB
come,4601,VB
occasionally,4601,RB
to,4601,TO
the,4601,DT
hall,4601,NN
.,4601,.
I,4602,PRP
found,4602,VBD
the,4602,DT
sick-room,4602,NN
unwatched,4602,JJ
",",4602,","
as,4602,IN
I,4602,PRP
had,4602,VBD
expected,4602,VBN
:,4602,:
no,4602,DT
nurse,4602,NN
was,4602,VBD
there,4602,RB
;,4602,:
the,4602,DT
patient,4602,NN
lay,4602,NN
still,4602,RB
",",4602,","
and,4602,CC
seemingly,4602,RB
lethargic,4602,JJ
;,4602,:
her,4602,PRP$
livid,4602,JJ
face,4602,NN
sunk,4602,NN
in,4602,IN
the,4602,DT
pillows,4602,NNS
:,4602,:
the,4602,DT
fire,4602,NN
was,4602,VBD
dying,4602,VBG
in,4602,IN
the,4602,DT
grate,4602,NN
.,4602,.
I,4603,PRP
renewed,4603,VBD
the,4603,DT
fuel,4603,NN
",",4603,","
re-arranged,4603,VBD
the,4603,DT
bedclothes,4603,NNS
",",4603,","
gazed,4603,VBN
awhile,4603,NN
on,4603,IN
her,4603,PRP$
who,4603,WP
could,4603,MD
not,4603,RB
now,4603,RB
gaze,4603,VBP
on,4603,IN
me,4603,PRP
",",4603,","
and,4603,CC
then,4603,RB
I,4603,PRP
moved,4603,VBD
away,4603,RB
to,4603,TO
the,4603,DT
window,4603,NN
.,4603,.
The,4604,DT
rain,4604,NN
beat,4604,VBD
strongly,4604,RB
against,4604,IN
the,4604,DT
panes,4604,NNS
",",4604,","
the,4604,DT
wind,4604,NN
blew,4604,VBD
tempestuously,4604,RB
:,4604,:
'',4604,''
One,4604,CD
lies,4604,VBZ
there,4604,RB
",",4604,","
'',4604,''
I,4604,PRP
thought,4604,VBD
",",4604,","
``,4604,``
who,4604,WP
will,4604,MD
soon,4604,RB
be,4604,VB
beyond,4604,IN
the,4604,DT
war,4604,NN
of,4604,IN
earthly,4604,JJ
elements,4604,NNS
.,4604,.
Whither,4605,NNP
will,4605,MD
that,4605,WDT
spirit,4605,VB
--,4605,:
now,4605,RB
struggling,4605,VBG
to,4605,TO
quit,4605,VB
its,4605,PRP$
material,4605,JJ
tenement,4605,NN
--,4605,:
flit,4605,NN
when,4605,WRB
at,4605,IN
length,4605,NN
released,4605,VBN
?,4605,.
'',4605,''
In,4606,IN
pondering,4606,VBG
the,4606,DT
great,4606,JJ
mystery,4606,NN
",",4606,","
I,4606,PRP
thought,4606,VBD
of,4606,IN
Helen,4606,NNP
Burns,4606,NNP
",",4606,","
recalled,4606,VBD
her,4606,PRP
dying,4606,VBG
words,4606,NNS
--,4606,:
her,4606,PRP$
faith,4606,NN
--,4606,:
her,4606,PRP$
doctrine,4606,NN
of,4606,IN
the,4606,DT
equality,4606,NN
of,4606,IN
disembodied,4606,JJ
souls,4606,NNS
.,4606,.
I,4607,PRP
was,4607,VBD
still,4607,RB
listening,4607,VBG
in,4607,IN
thought,4607,NN
to,4607,TO
her,4607,PRP$
well-remembered,4607,JJ
tones,4607,NNS
--,4607,:
still,4607,RB
picturing,4607,VBG
her,4607,PRP$
pale,4607,NN
and,4607,CC
spiritual,4607,JJ
aspect,4607,NN
",",4607,","
her,4607,PRP
wasted,4607,VBD
face,4607,NN
and,4607,CC
sublime,4607,JJ
gaze,4607,NN
",",4607,","
as,4607,IN
she,4607,PRP
lay,4607,VBD
on,4607,IN
her,4607,PRP
placid,4607,NN
deathbed,4607,NN
",",4607,","
and,4607,CC
whispered,4607,VBD
her,4607,PRP$
longing,4607,NN
to,4607,TO
be,4607,VB
restored,4607,VBN
to,4607,TO
her,4607,PRP$
divine,4607,NN
Father,4607,NNP
's,4607,POS
bosom,4607,NN
--,4607,:
when,4607,WRB
a,4607,DT
feeble,4607,JJ
voice,4607,NN
murmured,4607,VBD
from,4607,IN
the,4607,DT
couch,4607,JJ
behind,4607,IN
:,4607,:
``,4607,``
Who,4607,WP
is,4607,VBZ
that,4607,DT
?,4607,.
'',4607,''
I,4608,PRP
knew,4608,VBD
Mrs.,4608,NNP
Reed,4608,NNP
had,4608,VBD
not,4608,RB
spoken,4608,VBN
for,4608,IN
days,4608,NNS
:,4608,:
was,4608,VBD
she,4608,PRP
reviving,4608,VBG
?,4608,.
I,4609,PRP
went,4609,VBD
up,4609,RB
to,4609,TO
her,4609,PRP$
.,4609,.
``,4610,``
It,4610,PRP
is,4610,VBZ
I,4610,PRP
",",4610,","
Aunt,4610,NNP
Reed,4610,NNP
.,4610,.
'',4610,''
``,4611,``
Who,4611,WP
--,4611,:
I,4611,PRP
?,4611,.
'',4611,''
was,4612,VBD
her,4612,PRP$
answer,4612,NN
.,4612,.
``,4613,``
Who,4613,WP
are,4613,VBP
